3039.6,0,0
3005.6,0,0
2972.45,0,0
3011.55,0,0
3077.85,0,0
3054.9,0,0
3057.45,0,0
3094.85,0,0
3031.95,0,0
3129.7,0,0
2983.5,0,0
3072.75,0,0
3071.9,0,0
3037.9,0,0
3043,0,0
3007.3,0,0
2988.6,0,0
3025.15,0,0
3063.4,0,0
3052.35,0,0
2908.7,0,0
2907.85,0,0
2986.05,0,0
2886.6,0,0
2794.8,0,0
2901.9,0,0
2775.25,0,0
2836.45,0,0
2793.95,0,0
2834.75,0,0
2756.55,0,0
2866.2,0,0
2784.6,0,0
2903.6,0,0
2767.6,0,0
2790.55,0,0
2769.3,0,0
2765.05,0,0
2722.55,0,0
2748.9,0,0
2876.4,0,0
2691.95,0,0
2802.45,0,0
2810.95,0,0
2735.3,0,0
2629.05,0,0
2704.7,0,0
2762.5,0,0
2680.05,0,0
2727.65,0,0
2640.1,0,0
2595.9,0,0
2656.25,0,0
2617.15,0,0
2630.75,0,0
2564.45,0,0
2501.55,0,0
2466.7,0,0
2542.35,0,0
2546.6,0,0
2487.95,0,0
2606.1,0,0
2600.15,0,0
2594.2,0,0
2672.4,0,0
2627.35,0,0
2589.95,0,0
2492.2,0,0
2530.45,0,0
2516.85,0,0
2587.4,0,0
2505.8,0,0
2562.75,0,0
2521.95,0,0
2497.3,0,0
2534.7,0,0
2522.8,0,0
2530.45,0,0
2453.95,0,0
2499.85,0,0
2486.25,0,0
2479.45,0,0
2454.8,0,0
2487.1,0,0
2488.8,0,0
2472.65,0,0
2441.2,0,0
2474.35,0,0
2450.55,0,0
2431,0,0
2501.55,0,0
2420.8,0,0
2523.65,0,0
2543.2,0,0
2481.15,0,0
2452.25,0,0
2425.05,0,0
2366.4,0,0
2413.15,0,0
2397,0,0
2380,0,0
2404.65,0,0
2394.45,0,0
2425.9,0,0
2356.2,0,0
2456.5,0,0
2400.4,0,0
2446.3,0,0
2465,0,0
2393.6,0,0
2369.8,0,0
2383.4,0,0
2346.85,0,0
2385.95,0,0
2397,0,0
2402.95,0,0
2416.55,0,0
2421.65,0,0
2350.25,0,0
2374.05,0,0
2366.4,0,0
2491.35,0,0
2435.25,0,0
2436.95,0,0
2438.65,0,0
2416.55,0,0
2484.55,0,0
2428.45,0,0
2380.85,0,0
2380.85,0,0
2303.5,0,0
2392.75,0,0
2448,0,0
2354.5,0,0
2460.75,0,0
2427.6,0,0
2358.75,0,0
2391.05,0,0
2326.45,0,0
2296.7,0,0
2328.15,0,0
2318.8,0,0
2425.9,0,0
2323.9,0,0
2437.8,0,0
2373.2,0,0
2295,0,0
2250.8,0,0
2300.95,0,0
2317.1,0,0
2360.45,0,0
2426.75,0,0
2378.3,0,0
2419.1,0,0
2385.95,0,0
2306.9,0,0
2345.15,0,0
2340.9,0,0
2402.1,0,0
2345.15,0,0
2390.2,0,0
2313.7,0,0
2352.8,0,0
2340.9,0,0
2376.6,0,0
2306.05,0,0
2280.55,0,0
2368.1,0,0
2308.6,0,0
2351.95,0,0
2317.95,0,0
2325.6,0,0
2279.7,0,0
2368.95,0,0
2318.8,0,0
2239.75,0,0
2280.55,0,0
2282.25,0,0
2235.5,0,0
2322.2,0,0
2288.2,0,0
2340.05,0,0
2316.25,0,0
2374.9,0,0
2342.6,0,0
2298.4,0,0
2328.15,0,0
2278,0,0
2226.15,0,0
2318.8,0,0
2298.4,0,0
2380,0,0
2344.3,0,0
2268.65,0,0
2263.55,0,0
2263.55,0,0
2296.7,0,0
2203.2,0,0
2246.55,0,0
2198.95,0,0
2340.05,0,0
2201.5,0,0
2256.75,0,0
2209.15,0,0
2238.9,0,0
2198.1,0,0
2243.15,0,0
2232.1,0,0
2234.65,0,0
2230.4,0,0
2242.3,0,0
2291.6,0,0
2323.05,0,0
2261.85,0,0
2301.8,0,0
2287.35,0,0
2246.55,0,0
2312.85,0,0
2204.9,0,0
2167.5,0,0
2277.15,0,0
2210.85,0,0
2211.7,0,0
2200.65,0,0
2176.85,0,0
2172.6,0,0
2263.55,0,0
2284.8,0,0
2376.6,0,0
2255.05,0,0
2244.85,0,0
2263.55,0,0
2184.5,0,0
2211.7,0,0
2192.15,0,0
2162.4,0,0
2233.8,0,0
2194.7,0,0
2212.55,0,0
2216.8,0,0
2228.7,0,0
2180.25,0,0
2274.6,0,0
2298.4,0,0
2198.95,0,0
2212.55,0,0
2248.25,0,0
2252.5,0,0
2221.05,0,0
2245.7,0,0
2322.2,0,0
2283.95,0,0
2279.7,0,0
2249.95,0,0
2235.5,0,0
2192.15,0,0
2200.65,0,0
2265.25,0,0
2336.65,0,0
2332.4,0,0
2194.7,0,0
2212.55,0,0
2166.65,0,0
2220.2,0,0
2262.7,0,0
2241.45,0,0
2220.2,0,0
2253.35,0,0
2214.25,0,0
2244,0,0
2214.25,0,0
2240.6,0,0
2330.7,0,0
2306.9,0,0
2236.35,0,0
2237.2,0,0
2170.9,0,0
2210.85,0,0
2173.45,0,0
2161.55,0,0
2171.75,0,0
